Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01365,Bacteria+Cyanobacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",CRISPR-DR52,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01370,Bacteria+Cyanobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (17.17%)",CRISPR-DR57,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01371,Bacteria+Cyanobacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",CRISPR-DR58,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01419,Mixed,"Eukaryota (64.29%), Eukaryota:Viridiplantae (52.60%), Bacteria (22.08%), Bacteria:Cyanobacteria (22.08%), unclassified sequences (13.64%), Eukaryota:Alveolata (1.30%)","Eukaryota (84.86%), Eukaryota:Viridiplantae (84.04%), Bacteria (15.14%), Bacteria:Cyanobacteria (7.94%), Eukaryota:Metazoa (0.15%), Eukaryota:Alveolata (0.15%), Bacteria:Actinobacteria (0.03%), Eukaryota:Stramenopiles (0.03%)",IsrR,Antisense RNA which regulates isiA expression,Gene; antisense;
RF01701,Bacteria+Cyanobacteria/Bacteria,"unclassified sequences (66.79%), Bacteria (33.21%), Bacteria:Cyanobacteria (33.21%)","Bacteria (100.00%), Bacteria:Cyanobacteria (52.31%)",Cyano-1,Cyano-1 RNA,Gene; sRNA;
RF01702,Bacteria+Cyanobacteria/Mixed,"unclassified sequences (82.46%), Bacteria (17.54%), Bacteria:Cyanobacteria (17.54%)","Bacteria (75.00%), Bacteria:Cyanobacteria (66.67%), Eukaryota (25.00%), Eukaryota:Metazoa (25.00%), Bacteria:Bacteroidetes (8.33%)",Cyano-2,Cyano-2 RNA,Gene; sRNA;
RF01704,Bacteria+Cyanobacteria/Mixed,"unclassified sequences (85.19%), Bacteria (14.65%), Bacteria:Cyanobacteria (14.65%), Viruses (0.16%)","Bacteria (72.29%), Bacteria:Cyanobacteria (66.27%), Viruses (24.10%), Eukaryota (3.61%), Eukaryota:Metazoa (2.41%), Eukaryota:Viridiplantae (1.20%)",Glutamine-II,Glutamine-II riboswitch aptamer,Cis-reg; riboswitch;
RF01716,Bacteria+Cyanobacteria/Bacteria,"unclassified sequences (70.77%), Bacteria (29.23%), Bacteria:Cyanobacteria (29.23%)","Bacteria (100.00%), Bacteria:Cyanobacteria (85.71%)",PhotoRC-I,PhotoRC-I RNA,Cis-reg;
RF01739,Bacteria+Cyanobacteria/Bacteria,"unclassified sequences (96.70%), Bacteria (3.19%), Bacteria:Cyanobacteria (3.19%), Viruses (0.11%)","Bacteria (96.90%), Bacteria:Cyanobacteria (40.69%), Viruses (1.72%), Eukaryota (1.38%), Bacteria:Proteobacteria (1.38%), Eukaryota:Metazoa (1.38%)",Glutamine,Glutamine riboswitch aptamer (glnA leader),Cis-reg; riboswitch;
RF01752,Bacteria+Cyanobacteria/Bacteria,"unclassified sequences (61.29%), Bacteria (38.71%), Bacteria:Cyanobacteria (38.71%)","Bacteria (95.00%), Bacteria:Cyanobacteria (60.00%), Eukaryota (5.00%)",psaA,psaA RNA,Cis-reg;
RF01753,Bacteria+Cyanobacteria,"unclassified sequences (69.23%), Bacteria (30.77%), Bacteria:Cyanobacteria (30.77%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",psbNH,psbNH RNA,Cis-reg;
RF01851,Bacteria+Cyanobacteria/Mixed,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (82.35%), Bacteria:Cyanobacteria (61.76%), Viruses (14.71%), Eukaryota (2.94%)",cyano_tmRNA,Cyanobacteria transfer-messenger RNA,Gene;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.46%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF02033,Bacteria,"Bacteria (85.61%), Bacteria:Cyanobacteria (53.96%), Bacteria:Proteobacteria (13.67%), unclassified sequences (12.95%), Bacteria:Firmicutes (7.19%), Archaea (0.72%), Viruses (0.72%), Archaea:Euryarchaeota (0.72%)","Bacteria (97.69%), Bacteria:Cyanobacteria (23.11%), Bacteria:Proteobacteria (19.54%), Bacteria:Firmicutes (10.19%), Archaea (1.26%), Archaea:Euryarchaeota (1.05%), Eukaryota (0.63%), Bacteria:Bacteroidetes (0.63%), Bacteria:Actinobacteria (0.53%), Eukaryota:Fungi (0.53%), Viruses (0.42%), Eukaryota:Viridiplantae (0.11%)",HEARO,HNH endonuclease-associated RNA and ORF (HEARO) RNA,Gene;
RF02358,Bacteria+Cyanobacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",hsp17,Hsp17 thermometer,Cis-reg; thermoregulator;
RF02360,Bacteria+Cyanobacteria/Mixed,"Bacteria (60.00%), Bacteria:Cyanobacteria (60.00%), unclassified sequences (40.00%)","Bacteria (50.00%), Eukaryota (50.00%), Bacteria:Cyanobacteria (50.00%), Eukaryota:Alveolata (50.00%)",Yfr8,Cyanobacterial functional RNA 8/9,Gene; sRNA;
RF02362,Bacteria+Cyanobacteria,"Bacteria (83.33%), Bacteria:Cyanobacteria (83.33%), unclassified sequences (16.67%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",Yfr10,Cyanobacterial functional RNA 10,Gene; sRNA;
RF02363,Bacteria+Cyanobacteria/No Data,"Bacteria (50.00%), unclassified sequences (50.00%), Bacteria:Cyanobacteria (50.00%)",No Data,Yfr11,Cyanobacterial functional RNA 11,Gene; sRNA;
RF02364,Bacteria+Cyanobacteria/Mixed,"Bacteria (85.71%), Bacteria:Cyanobacteria (85.71%), unclassified sequences (14.29%)","Bacteria (66.67%), Bacteria:Cyanobacteria (66.67%), Eukaryota (33.33%), Eukaryota:Metazoa (33.33%)",Yfr13,Cyanobacterial functional RNA 13,Gene; sRNA;
RF02365,Bacteria+Cyanobacteria/Mixed,"Bacteria (66.67%), Bacteria:Cyanobacteria (66.67%), unclassified sequences (33.33%)","Eukaryota (75.00%), Eukaryota:Metazoa (50.00%), Bacteria (25.00%), Bacteria:Cyanobacteria (25.00%), Eukaryota:Fungi (25.00%)",Yfr17,Cyanobacterial functional RNA 17,Gene; sRNA;
RF02366,Bacteria+Cyanobacteria,"Bacteria (83.33%), Bacteria:Cyanobacteria (83.33%), unclassified sequences (16.67%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",Yfr19,Cyanobacterial functional RNA 19,Gene; sRNA;
RF02367,Bacteria+Cyanobacteria,"Bacteria (85.71%), Bacteria:Cyanobacteria (85.71%), unclassified sequences (14.29%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",Yfr20,Cyanobacterial functional RNA 20,Gene; sRNA;
RF02368,Bacteria+Cyanobacteria/No Data,"Bacteria (50.00%), unclassified sequences (50.00%), Bacteria:Cyanobacteria (50.00%)",No Data,Yfr21,Cyanobacterial functional RNA 21,Gene; sRNA;
RF02399,Bacteria+Cyanobacteria/Bacteria,"Bacteria (94.12%), Bacteria:Cyanobacteria (94.12%), unclassified sequences (5.88%)","Bacteria (99.69%), Bacteria:Cyanobacteria (41.01%), Eukaryota (0.31%), Eukaryota:Metazoa (0.31%), Bacteria:Firmicutes (0.10%)",NsiR1,Nitrogen stress-induced RNA 1,Gene; sRNA;
RF02593,Bacteria+Cyanobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (50.00%)",NsiR8,Nitrogen stress-induced RNA 8,Gene; sRNA;
RF02594,Bacteria+Cyanobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (42.31%)",NsiR9,Nitrogen stress-induced RNA 9,Gene; sRNA;
RF02596,Bacteria+Cyanobacteria/Mixed,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (87.18%), Bacteria:Cyanobacteria (41.03%), Eukaryota (12.82%), Eukaryota:Metazoa (12.82%), Bacteria:Firmicutes (2.56%)",cyano_het_sRNA,Cyanobacteria heterocyst sRNA,Gene; sRNA;
RF02677,Bacteria+Cyanobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (54.29%)",NsiR4,Nitrogen stress-induced RNA 4,Gene; sRNA;
RF02698,Bacteria+Cyanobacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",Avalong_thermometer,Avalong 5' UTR thermometer,Cis-reg; thermoregulator;
RF02699,Bacteria+Cyanobacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)",Avashort_thermometer,Avashort 5' UTR thermometer,Cis-reg; thermoregulator;
RF02701,Bacteria+Cyanobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Cyanobacteria (100.00%)","Bacteria (100.00%), Bacteria:Cyanobacteria (50.00%)",PsrR1,Photosynthesis regulatory RNA1,Gene; sRNA;
RF02965,Bacteria+Cyanobacteria/Bacteria,"unclassified sequences (50.41%), Bacteria (49.59%), Bacteria:Cyanobacteria (47.97%)","Bacteria (100.00%), Bacteria:Cyanobacteria (51.40%), Bacteria:Proteobacteria (0.93%)",CyVA-1,CyVA-1 RNA,Gene; sRNA;
RF03151,Bacteria+Cyanobacteria/Bacteria,"unclassified sequences (53.85%), Bacteria (46.15%), Bacteria:Cyanobacteria (46.15%)","Bacteria (94.44%), Bacteria:Cyanobacteria (77.78%), Eukaryota (5.56%)",cyano-S1,Cyanobacterial ribosomal protein S1 leader,Cis-reg; leader;
