Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01363,Bacteria+Bacteroidetes/Bacteria,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (65.85%)",CRISPR-DR50,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01685,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (86.59%), Bacteria (13.41%), Bacteria:Bacteroidetes (13.41%)","Bacteria (99.63%), Bacteria:Bacteroidetes (48.53%), Other (0.37%)",6S-Flavo,6S-Flavo RNA,Gene; sRNA;
RF01692,Bacteria+Bacteroidetes/Bacteria,"Bacteria (62.86%), Bacteria:Bacteroidetes (62.86%), unclassified sequences (37.14%)","Bacteria (98.70%), Bacteria:Bacteroidetes (53.09%), Eukaryota (0.98%), Eukaryota:Metazoa (0.65%), Other (0.33%), Eukaryota:Viridiplantae (0.33%)",Bacteroid-trp,Bacteroidete tryptophan peptide leader RNA,Cis-reg; leader;
RF01693,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (58.54%), Bacteria (41.46%), Bacteria:Bacteroidetes (41.46%)","Bacteria (100.00%), Bacteria:Bacteroidetes (64.80%)",Bacteroidales-1,Bacteroidales-1 6S-Bacteroidales RNA suggested,Gene; sRNA;
RF01694,Bacteria+Bacteroidetes/Bacteria,"Bacteria (50.00%), unclassified sequences (50.00%), Bacteria:Bacteroidetes (47.50%)","Bacteria (100.00%), Bacteria:Bacteroidetes (85.71%)",Bacteroides-1,Bacteroides-1 RNA,Gene; sRNA;
RF01702,Bacteria+Cyanobacteria/Mixed,"unclassified sequences (82.46%), Bacteria (17.54%), Bacteria:Cyanobacteria (17.54%)","Bacteria (75.00%), Bacteria:Cyanobacteria (66.67%), Eukaryota (25.00%), Eukaryota:Metazoa (25.00%), Bacteria:Bacteroidetes (8.33%)",Cyano-2,Cyano-2 RNA,Gene; sRNA;
RF01705,Bacteria+Bacteroidetes/Bacteria,"Bacteria (67.66%), Bacteria:Bacteroidetes (67.16%), unclassified sequences (32.34%)","Bacteria (97.80%), Bacteria:Bacteroidetes (43.90%), Eukaryota (2.14%), Eukaryota:Metazoa (1.95%), Eukaryota:Viridiplantae (0.20%), Other (0.05%), Bacteria:Firmicutes (0.04%), Bacteria:Proteobacteria (0.01%)",Flavo-1,Flavo-1 RNA,Gene; sRNA;
RF01715,Bacteria+Bacteroidetes,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)",Pedo-repair,Pedo-repair RNA,Cis-reg;
RF01725,Bacteria,"unclassified sequences (91.61%), Bacteria (7.91%), Bacteria:Proteobacteria (6.24%), Bacteria:Bacteroidetes (1.20%), Other (0.48%)","Bacteria (98.94%), Bacteria:Proteobacteria (33.16%), Bacteria:Bacteroidetes (18.52%), Eukaryota (1.06%), Bacteria:Firmicutes (0.35%), Bacteria:Actinobacteria (0.35%), Eukaryota:Metazoa (0.35%), Eukaryota:Alveolata (0.35%), Eukaryota:Viridiplantae (0.18%), Eukaryota:Stramenopiles (0.18%)",SAM-I-IV,SAM-I/IV (S-adenosyl methionine) riboswitch aptamer,Cis-reg; riboswitch;
RF01726,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (80.95%), Bacteria (19.05%), Bacteria:Bacteroidetes (18.25%)","Bacteria (98.30%), Bacteria:Bacteroidetes (49.69%), Eukaryota (1.54%), Eukaryota:Metazoa (1.08%), Eukaryota:Alveolata (0.46%), Other (0.15%)",SAM-II,SAM-II riboswitch aptamer (SAM-II long loop),Cis-reg; riboswitch;
RF01734,Mixed/Bacteria,"Bacteria (79.24%), Bacteria:Proteobacteria (39.10%), Bacteria:Firmicutes (25.61%), unclassified sequences (11.76%), Archaea (8.65%), Archaea:Euryarchaeota (7.96%), Bacteria:Actinobacteria (3.81%), Bacteria:Cyanobacteria (2.08%), Bacteria:Bacteroidetes (1.73%), Archaea:Crenarchaeota (0.69%), Other (0.35%)","Bacteria (94.89%), Bacteria:Firmicutes (20.10%), Bacteria:Proteobacteria (18.63%), Bacteria:Actinobacteria (5.32%), Bacteria:Bacteroidetes (5.19%), Archaea (3.60%), Archaea:Euryarchaeota (2.68%), Eukaryota (1.47%), Bacteria:Cyanobacteria (1.21%), Eukaryota:Viridiplantae (0.63%), Eukaryota:Metazoa (0.59%), Archaea:Crenarchaeota (0.34%), Eukaryota:Fungi (0.21%), Archaea:Thaumarchaeota (0.08%), Viruses (0.04%), Eukaryota:Alveolata (0.04%)",Fluoride,Fluoride riboswitch aptamer (crcB RNA motif),Cis-reg; riboswitch;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.41%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01998,Bacteria,"Bacteria (67.93%), unclassified sequences (32.07%), Bacteria:Firmicutes (32.07%), Bacteria:Proteobacteria (29.54%), Bacteria:Bacteroidetes (2.95%)","Bacteria (98.60%), Bacteria:Firmicutes (37.48%), Bacteria:Proteobacteria (15.43%), Bacteria:Bacteroidetes (6.00%), Bacteria:Actinobacteria (1.52%), Eukaryota (1.25%), Eukaryota:Metazoa (0.82%), Eukaryota:Viridiplantae (0.35%), Bacteria:Cyanobacteria (0.12%), Archaea (0.08%), Other (0.08%), Archaea:Euryarchaeota (0.08%), Eukaryota:Fungi (0.04%)",group-II-D1D4-1,Group II catalytic intron D1-D4-1,Intron;
RF01999,Bacteria,"Bacteria (71.53%), Bacteria:Proteobacteria (43.75%), unclassified sequences (26.39%), Bacteria:Bacteroidetes (13.19%), Bacteria:Firmicutes (6.94%), Archaea (2.08%), Archaea:Euryarchaeota (2.08%), Bacteria:Actinobacteria (1.39%)","Bacteria (91.82%), Bacteria:Proteobacteria (14.48%), Bacteria:Actinobacteria (10.86%), Bacteria:Bacteroidetes (9.60%), Bacteria:Firmicutes (7.71%), Eukaryota (7.55%), Eukaryota:Metazoa (6.69%), Eukaryota:Fungi (0.63%), Archaea (0.47%), Archaea:Euryarchaeota (0.47%), Bacteria:Cyanobacteria (0.24%), Other (0.16%), Eukaryota:Viridiplantae (0.16%), Eukaryota:Alveolata (0.08%)",group-II-D1D4-2,Group II catalytic intron D1-D4-2,Intron;
RF02001,Bacteria,"Bacteria (61.08%), unclassified sequences (38.92%), Bacteria:Firmicutes (27.59%), Bacteria:Proteobacteria (22.41%), Bacteria:Bacteroidetes (4.68%), Bacteria:Actinobacteria (0.25%)","Bacteria (97.94%), Bacteria:Firmicutes (35.19%), Bacteria:Proteobacteria (14.54%), Bacteria:Bacteroidetes (6.11%), Eukaryota (1.81%), Eukaryota:Metazoa (1.40%), Bacteria:Actinobacteria (1.03%), Eukaryota:Viridiplantae (0.32%), Other (0.21%), Bacteria:Cyanobacteria (0.21%), Archaea (0.05%), Archaea:Euryarchaeota (0.05%), Eukaryota:Fungi (0.02%), Eukaryota:Alveolata (0.02%)",group-II-D1D4-3,Group II catalytic intron D1-D4-3,Intron;
RF02901,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (50.00%), Bacteria:Bacteroidetes (50.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (66.67%)",AaHKsRNA41,Aggregatibacter sRNA 41,Gene; sRNA;
RF02914,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (87.32%), Bacteria (12.68%), Bacteria:Bacteroidetes (12.11%), Bacteria:Proteobacteria (0.49%)","Bacteria (97.52%), Bacteria:Bacteroidetes (45.50%), Eukaryota (2.39%), Eukaryota:Metazoa (1.24%), Eukaryota:Alveolata (0.58%), Eukaryota:Viridiplantae (0.50%), Bacteria:Proteobacteria (0.33%), Viruses (0.08%), Eukaryota:Fungi (0.08%)",DUF805b,DUF805b RNA,Cis-reg;
RF02926,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (82.61%), Bacteria (17.39%), Bacteria:Bacteroidetes (17.39%)","Bacteria (100.00%), Bacteria:Bacteroidetes (60.00%)",DUF2693-FD,DUF2693-FD RNA,Gene; sRNA;
RF02943,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (79.07%), Bacteria (20.93%), Bacteria:Bacteroidetes (20.93%)","Bacteria (100.00%), Bacteria:Bacteroidetes (50.00%)",Bacteroidales-2,Bacteroidales-2 RNA,Gene; sRNA;
RF02944,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (84.38%), Bacteria (15.62%), Bacteria:Bacteroidetes (15.18%), Bacteria:Proteobacteria (0.45%)","Bacteria (97.47%), Bacteria:Bacteroidetes (43.04%), Bacteria:Proteobacteria (5.06%), Eukaryota (1.27%), Viruses (1.27%), Eukaryota:Viridiplantae (1.27%)",c4-2,c4-2 RNA,Gene; sRNA;
RF02956,Bacteria+Bacteroidetes/No Data,"unclassified sequences (98.41%), Bacteria (1.59%), Bacteria:Bacteroidetes (1.59%)",No Data,DUF2693,DUF2693 RNA,Gene; sRNA;
RF02972,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (69.48%), Bacteria (30.52%), Bacteria:Bacteroidetes (30.52%)","Bacteria (100.00%), Bacteria:Bacteroidetes (72.00%)",engA,engA RNA,Cis-reg;
RF02976,Bacteria+Bacteroidetes/No Data,"unclassified sequences (99.52%), Bacteria (0.48%), Bacteria:Bacteroidetes (0.48%)",No Data,Flavobacterium-1,Flavobacterium-1 RNA,Gene; sRNA;
RF03002,Bacteria+Bacteroidetes,"unclassified sequences (78.72%), Bacteria (21.28%), Bacteria:Bacteroidetes (21.28%)","Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)",lysM-Prevotella,lysM-Prevotella RNA,Cis-reg;
RF03020,Bacteria/Mixed,"unclassified sequences (87.30%), Bacteria (12.70%), Bacteria:Bacteroidetes (9.52%), Bacteria:Firmicutes (3.17%)","Bacteria (88.89%), Bacteria:Bacteroidetes (22.22%), Archaea (3.70%), Eukaryota (3.70%), Viruses (3.70%), Bacteria:Firmicutes (3.70%), Eukaryota:Metazoa (3.70%)",RT-17,RT-17 RNA,Gene; sRNA;
RF03028,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (87.04%), Bacteria (12.96%), Bacteria:Bacteroidetes (12.96%)","Bacteria (100.00%), Bacteria:Bacteroidetes (75.00%)",RT-7,RT-7 RNA,Gene; sRNA;
RF03043,Bacteria+Bacteroidetes,"unclassified sequences (65.00%), Bacteria (35.00%), Bacteria:Bacteroidetes (35.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)",Prevotella-2,Prevotella-2 RNA,Gene; sRNA;
RF03068,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (86.58%), Bacteria (13.42%), Bacteria:Bacteroidetes (13.42%)","Bacteria (92.31%), Bacteria:Bacteroidetes (46.15%), Eukaryota (3.85%), Viruses (3.85%), Eukaryota:Metazoa (3.85%)",RT-3,RT-3 RNA,Gene; sRNA;
RF03081,Bacteria,"unclassified sequences (67.39%), Bacteria (32.61%), Bacteria:Bacteroidetes (23.91%), Bacteria:Proteobacteria (4.35%)","Bacteria (98.22%), Bacteria:Bacteroidetes (36.30%), Bacteria:Proteobacteria (1.78%), Eukaryota (1.42%), Eukaryota:Metazoa (1.07%), Other (0.36%), Eukaryota:Viridiplantae (0.36%)",DUF805,DUF805 RNA,Cis-reg;
RF03085,Bacteria,"unclassified sequences (74.60%), Bacteria (25.40%), Bacteria:Bacteroidetes (15.87%), Bacteria:Proteobacteria (3.97%), Bacteria:Firmicutes (3.17%), Bacteria:Actinobacteria (2.38%)","Bacteria (94.68%), Bacteria:Bacteroidetes (15.96%), Bacteria:Proteobacteria (14.54%), Bacteria:Firmicutes (12.06%), Bacteria:Actinobacteria (8.51%), Viruses (4.61%), Eukaryota (0.71%), Bacteria:Cyanobacteria (0.35%), Eukaryota:Viridiplantae (0.35%), Eukaryota:Metazoa (0.35%)",abiF,abiF RNA,Gene; sRNA;
RF03088,Bacteria+Bacteroidetes,"unclassified sequences (80.00%), Bacteria (20.00%), Bacteria:Bacteroidetes (20.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)",Parabacteroides-1,Parabacteroides-1 RNA,Gene; sRNA;
RF03127,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (79.46%), Bacteria (20.54%), Bacteria:Bacteroidetes (20.54%)","Bacteria (100.00%), Bacteria:Bacteroidetes (67.74%)",L13-Bacteroidia,L13-Bacteroidia ribosomal protein leader,Cis-reg; leader;
RF03130,Bacteria+Bacteroidetes/Mixed,"unclassified sequences (64.35%), Bacteria (35.65%), Bacteria:Bacteroidetes (35.65%)","Bacteria (88.92%), Bacteria:Bacteroidetes (44.09%), Eukaryota (10.84%), Eukaryota:Metazoa (9.61%), Eukaryota:Viridiplantae (0.49%), Eukaryota:Alveolata (0.49%), Other (0.25%), Eukaryota:Fungi (0.25%)",L19-Flavobacteria,L19-Flavobacteria ribosomal protein leader,Cis-reg; leader;
RF03138,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (79.23%), Bacteria (20.77%), Bacteria:Bacteroidetes (20.77%)","Bacteria (97.05%), Bacteria:Bacteroidetes (49.08%), Eukaryota (2.58%), Eukaryota:Metazoa (2.21%), Other (0.37%), Eukaryota:Viridiplantae (0.37%)",S16-Flavobacteria,S16-Flavobacteria ribosomal protein leader,Cis-reg; leader;
RF03139,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (82.22%), Bacteria (17.78%), Bacteria:Bacteroidetes (17.78%)","Bacteria (96.43%), Bacteria:Bacteroidetes (57.14%), Eukaryota (3.57%), Eukaryota:Metazoa (2.38%), Bacteria:Cyanobacteria (1.19%), Eukaryota:Viridiplantae (1.19%)",S4-Bacteroidia,S4-Bacteroidia ribosomal protein leader,Cis-reg; leader;
RF03141,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (66.92%), Bacteria (33.08%), Bacteria:Bacteroidetes (33.08%)","Bacteria (93.52%), Bacteria:Bacteroidetes (46.91%), Eukaryota (6.17%), Eukaryota:Viridiplantae (3.09%), Eukaryota:Metazoa (3.09%), Other (0.31%)",S4-Flavobacteria,S4-Flavobacteria ribosomal protein leader,Cis-reg; leader;
RF03161,Bacteria+Bacteroidetes/Bacteria,"unclassified sequences (75.94%), Bacteria (24.06%), Bacteria:Bacteroidetes (23.96%), Bacteria:Proteobacteria (0.11%)","Bacteria (98.69%), Bacteria:Bacteroidetes (48.03%), Eukaryota (1.05%), Eukaryota:Metazoa (1.05%), Other (0.26%)",S15-Flavobacteria,S15-Flavobacteria ribosomal protein leader,Cis-reg; leader;
RF04177,Bacteria+Bacteroidetes,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)",BTnc201,Bacteroides sRNA BTnc201,Gene; sRNA;
RF04178,Bacteria+Bacteroidetes,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)",BTnc005,Bacteroides sRNA BTnc005,Gene; sRNA;
RF04179,Bacteria+Bacteroidetes/Bacteria,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (86.67%)",BTnc049,Bacteroides sRNA BTnc049,Gene; sRNA;
RF04180,Bacteria+Bacteroidetes/Bacteria,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (86.36%)",BTnc231,Bacteroides sRNA BTnc231,Gene; sRNA;
RF04181,Bacteria+Bacteroidetes/Bacteria,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (54.55%)",rteR,rteR sRNA,Gene; sRNA;
RF04182,Bacteria+Bacteroidetes,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (90.00%)",GibS,GibS sRNA,Gene; sRNA;
RF04183,Bacteria+Bacteroidetes/Bacteria,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (99.14%), Bacteria:Bacteroidetes (47.36%), Eukaryota (0.77%), Eukaryota:Metazoa (0.38%), Eukaryota:Alveolata (0.29%), Other (0.10%), Bacteria:Actinobacteria (0.10%), Eukaryota:Viridiplantae (0.10%)",Bacteroidales_small_SRP,Bacteroidales small SRP,Gene;
RF04184,Bacteria+Bacteroidetes,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (90.00%)",BTnc060,Bacteroides sRNA BTnc060,Gene; sRNA;
RF04319,Bacteria+Bacteroidetes/Bacteria,"Bacteria (100.00%), Bacteria:Bacteroidetes (100.00%)","Bacteria (100.00%), Bacteria:Bacteroidetes (65.74%)",BTncRNA_FopS,Bacteroidetes FopS (family of paralogous sRNAs),Gene; sRNA;
