Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01581,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (98.43%), Eukaryota:Metazoa (1.57%)",RUF6-5,Plasmodium RNA of unknown function RUF6-5,Gene; sRNA;
RF01582,Alveolata+Eukaryota/Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (42.86%), Eukaryota:Alveolata (34.29%), Eukaryota:Metazoa (22.86%)",RUF4,RNA of unknown function RUF4,Gene; sRNA;
RF01583,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR01,small nucleolar RNA snoR01,Gene; snRNA; snoRNA; CD-box;
RF01584,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR03,small nucleolar RNA snoR03,Gene; snRNA; snoRNA; HACA-box;
RF01585,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (91.30%), Eukaryota:Metazoa (8.70%)",snoR07,small nucleolar RNA snoR07,Gene; snRNA; snoRNA; CD-box;
RF01586,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR09,small nucleolar RNA snoR09,Gene; snRNA; snoRNA; CD-box;
RF01587,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR10,small nucleolar RNA snoR10,Gene; snRNA; snoRNA; CD-box;
RF01588,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR13,small nucleolar RNA snoR13,Gene; snRNA; snoRNA; CD-box;
RF01589,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR11,small nucleolar RNA snoR11,Gene; snRNA; snoRNA; HACA-box;
RF01590,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR14,small nucleolar RNA snoR14,Gene; snRNA; snoRNA; CD-box;
RF01591,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR15,small nucleolar RNA snoR15,Gene; snRNA; snoRNA; CD-box;
RF01592,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (94.74%), Eukaryota:Metazoa (5.26%)",plasmodium_snoR17,small nucleolar RNA snoR17,Gene; snRNA; snoRNA; CD-box;
RF01593,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR16,small nucleolar RNA snoR16,Gene; snRNA; snoRNA; CD-box;
RF01594,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR18,small nucleolar RNA snoR18,Gene; snRNA; snoRNA; CD-box;
RF01595,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR19,small nucleolar RNA snoR19,Gene; snRNA; snoRNA; CD-box;
RF01596,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR20,small nucleolar RNA snoR20,Gene; snRNA; snoRNA; CD-box;
RF01597,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR22,small nucleolar RNA snoR22,Gene; snRNA; snoRNA; CD-box;
RF01598,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR23,small nucleolar RNA snoR23,Gene; snRNA; snoRNA; CD-box;
RF01599,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR24,small nucleolar RNA snoR24,Gene; snRNA; snoRNA; CD-box;
RF01600,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR25,small nucleolar RNA snoR25,Gene; snRNA; snoRNA; CD-box;
RF01601,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR26,small nucleolar RNA snoR26,Gene; snRNA; snoRNA; CD-box;
RF01602,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR27,small nucleolar RNA snoR27,Gene; snRNA; snoRNA; HACA-box;
RF01603,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",snoR29,small nucleolar RNA snoR29,Gene; snRNA; snoRNA; CD-box;
RF01604,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR28,small nucleolar RNA snoR28,Gene; snRNA; snoRNA; CD-box;
RF01605,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (91.67%), Eukaryota:Viridiplantae (4.17%), Eukaryota:Metazoa (4.17%)",plasmodium_snoR30,small nucleolar RNA snoR30,Gene; snRNA; snoRNA; CD-box;
RF01606,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR31,small nucleolar RNA snoR31,Gene; snRNA; snoRNA; HACA-box;
RF01848,Eukaryota/Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (64.29%), Eukaryota:Amoebozoa (3.57%)","Eukaryota (100.00%), Eukaryota:Alveolata (95.28%), Eukaryota:Fungi (3.43%), Eukaryota:Viridiplantae (0.09%), Eukaryota:Metazoa (0.09%), Eukaryota:Amoebozoa (0.09%), Eukaryota:Stramenopiles (0.09%)",ACEA_U3,ACEA small nucleolar RNA U3,Gene; snRNA; snoRNA; CD-box;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.46%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01856,Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (33.33%)","Eukaryota (100.00%), Eukaryota:Alveolata (43.75%), Eukaryota:Viridiplantae (13.39%), Eukaryota:Metazoa (11.61%), Eukaryota:Fungi (8.93%), Eukaryota:Stramenopiles (2.68%)",Protozoa_SRP,Protozoan signal recognition particle RNA,Gene;
RF01864,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",plasmodium_snoR21,small nucleolar RNA snoR21,Gene; snRNA; snoRNA; CD-box;
RF01991,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",SECIS_5,Selenocysteine insertion sequence 5,Cis-reg;
RF02279,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD1,Tetrahymena snoRNA TtnuCD1,Gene; snRNA; snoRNA; CD-box;
RF02280,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD3,Tetrahymena snoRNA TtnuCD3,Gene; snRNA; snoRNA; CD-box;
RF02281,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD4,Tetrahymena snoRNA TtnuCD4,Gene; snRNA; snoRNA; CD-box;
RF02282,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD5,Tetrahymena snoRNA TtnuCD5,Gene; snRNA; snoRNA; CD-box;
RF02283,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD6,Tetrahymena snoRNA TtnuCD6,Gene; snRNA; snoRNA; CD-box;
RF02284,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD7,Tetrahymena snoRNA TtnuCD7,Gene; snRNA; snoRNA; CD-box;
RF02285,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD8,Tetrahymena snoRNA TtnuCD8,Gene; snRNA; snoRNA; CD-box;
RF02286,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD9,Tetrahymena snoRNA TtnuCD9,Gene; snRNA; snoRNA; CD-box;
RF02287,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD10,Tetrahymena snoRNA TtnuCD10,Gene; snRNA; snoRNA; CD-box;
RF02288,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD11,Tetrahymena snoRNA TtnuCD11,Gene; snRNA; snoRNA; CD-box;
RF02289,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD13,Tetrahymena snoRNA TtnuCD13,Gene; snRNA; snoRNA; CD-box;
RF02290,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD14,Tetrahymena snoRNA TtnuCD14,Gene; snRNA; snoRNA; CD-box;
RF02291,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD15,Tetrahymena snoRNA TtnuCD15,Gene; snRNA; snoRNA; CD-box;
RF02292,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD16,Tetrahymena snoRNA TtnuCD16,Gene; snRNA; snoRNA; CD-box;
RF02293,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD17,Tetrahymena snoRNA TtnuCD17,Gene; snRNA; snoRNA; CD-box;
RF02294,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD18,Tetrahymena snoRNA TtnuCD18,Gene; snRNA; snoRNA; CD-box;
RF02295,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD19,Tetrahymena snoRNA TtnuCD19,Gene; snRNA; snoRNA; CD-box;
RF02296,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD20,Tetrahymena snoRNA TtnuCD20,Gene; snRNA; snoRNA; CD-box;
RF02297,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD21,Tetrahymena snoRNA TtnuCD21,Gene; snRNA; snoRNA; CD-box;
RF02298,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD22,Tetrahymena snoRNA TtnuCD22,Gene; snRNA; snoRNA; CD-box;
RF02299,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD23,Tetrahymena snoRNA TtnuCD23,Gene; snRNA; snoRNA; CD-box;
RF02300,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD24,Tetrahymena snoRNA TtnuCD24,Gene; snRNA; snoRNA; CD-box;
RF02301,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD25,Tetrahymena snoRNA TtnuCD25,Gene; snRNA; snoRNA; CD-box;
RF02302,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD26,Tetrahymena snoRNA TtnuCD26,Gene; snRNA; snoRNA; CD-box;
RF02303,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD28,Tetrahymena snoRNA TtnuCD28,Gene; snRNA; snoRNA; CD-box;
RF02304,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD29,Tetrahymena snoRNA TtnuCD29,Gene; snRNA; snoRNA; CD-box;
RF02305,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD31,Tetrahymena snoRNA TtnuCD31,Gene; snRNA; snoRNA; CD-box;
RF02306,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD32,Tetrahymena snoRNA TtnuCD32,Gene; snRNA; snoRNA; CD-box;
RF02307,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD33,Tetrahymena snoRNA TtnuCD33,Gene; snRNA; snoRNA; CD-box;
RF02308,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuCD34,Tetrahymena snoRNA TtnuCD34,Gene; snRNA; snoRNA; CD-box;
RF02309,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA1,Tetrahymena snoRNA TtnuHACA1,Gene; snRNA; snoRNA; HACA-box;
RF02310,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA2,Tetrahymena snoRNA TtnuHACA2,Gene; snRNA; snoRNA; HACA-box;
RF02311,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA3,Tetrahymena snoRNA TtnuHACA3,Gene; snRNA; snoRNA; HACA-box;
RF02312,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA5,Tetrahymena snoRNA TtnuHACA5,Gene; snRNA; snoRNA; HACA-box;
RF02313,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA6,Tetrahymena snoRNA TtnuHACA6,Gene; snRNA; snoRNA; HACA-box;
RF02314,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA7,Tetrahymena snoRNA TtnuHACA7,Gene; snRNA; snoRNA; HACA-box;
RF02315,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA8,Tetrahymena snoRNA TtnuHACA8,Gene; snRNA; snoRNA; HACA-box;
RF02316,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA9,Tetrahymena snoRNA TtnuHACA9,Gene; snRNA; snoRNA; HACA-box;
RF02317,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA10,Tetrahymena snoRNA TtnuHACA10,Gene; snRNA; snoRNA; HACA-box;
RF02318,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA11a,Tetrahymena snoRNA TtnuHACA11a,Gene; snRNA; snoRNA; HACA-box;
RF02319,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA12,Tetrahymena snoRNA TtnuHACA12,Gene; snRNA; snoRNA; HACA-box;
RF02320,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA13,Tetrahymena snoRNA TtnuHACA13,Gene; snRNA; snoRNA; HACA-box;
RF02321,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA14,Tetrahymena snoRNA TtnuHACA14,Gene; snRNA; snoRNA; HACA-box;
RF02322,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA15,Tetrahymena snoRNA TtnuHACA15,Gene; snRNA; snoRNA; HACA-box;
RF02323,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA16,Tetrahymena snoRNA TtnuHACA16,Gene; snRNA; snoRNA; HACA-box;
RF02324,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA17,Tetrahymena snoRNA TtnuHACA17,Gene; snRNA; snoRNA; HACA-box;
RF02325,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA18,Tetrahymena snoRNA TtnuHACA18,Gene; snRNA; snoRNA; HACA-box;
RF02326,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA19,Tetrahymena snoRNA TtnuHACA19,Gene; snRNA; snoRNA; HACA-box;
RF02327,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA20,Tetrahymena snoRNA TtnuHACA20,Gene; snRNA; snoRNA; HACA-box;
RF02328,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA21,Tetrahymena snoRNA TtnuHACA21,Gene; snRNA; snoRNA; HACA-box;
RF02329,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA22,Tetrahymena snoRNA TtnuHACA22,Gene; snRNA; snoRNA; HACA-box;
RF02330,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA23,Tetrahymena snoRNA TtnuHACA23,Gene; snRNA; snoRNA; HACA-box;
RF02331,Alveolata+Eukaryota,"Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)","Eukaryota (100.00%), Eukaryota:Alveolata (100.00%)",TtnuHACA24,Tetrahymena snoRNA TtnuHACA24,Gene; snRNA; snoRNA; HACA-box;
