Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01141,Archaea,"Archaea (100.00%), Archaea:Euryarchaeota (60.00%), Archaea:Crenarchaeota (40.00%)","Archaea (100.00%), Archaea:Crenarchaeota (66.67%), Archaea:Euryarchaeota (33.33%)",sR18,Small nucleolar RNA sR18,Gene; snRNA; snoRNA; CD-box;
RF01143,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",sR16,Small nucleolar RNA sR16,Gene; snRNA; snoRNA; CD-box;
RF01144,Archaea/Mixed,"Archaea (100.00%), Archaea:Euryarchaeota (60.00%), Archaea:Crenarchaeota (40.00%)","Eukaryota (57.14%), Archaea (42.86%), Archaea:Crenarchaeota (35.71%), Eukaryota:Metazoa (28.57%), Eukaryota:Fungi (21.43%), Archaea:Euryarchaeota (7.14%), Eukaryota:Viridiplantae (7.14%)",sR17,Small nucleolar RNA sR17,Gene; snRNA; snoRNA; CD-box;
RF01145,Archaea,"Archaea (100.00%), Archaea:Euryarchaeota (50.00%), Archaea:Crenarchaeota (50.00%)","Archaea (100.00%), Archaea:Crenarchaeota (62.50%), Archaea:Euryarchaeota (18.75%)",sR14,Small nucleolar RNA sR14,Gene; snRNA; snoRNA; CD-box;
RF01146,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",sR15,Small nucleolar RNA sR15,Gene; snRNA; snoRNA; CD-box;
RF01150,Archaea,"Archaea (100.00%), Archaea:Crenarchaeota (62.50%), Archaea:Euryarchaeota (37.50%)","Archaea (100.00%), Archaea:Crenarchaeota (66.67%), Archaea:Euryarchaeota (11.11%)",sR11,Small nucleolar RNA sR11,Gene; snRNA; snoRNA; CD-box;
RF01152,Archaea,"Archaea (100.00%), Archaea:Euryarchaeota (75.00%), Archaea:Crenarchaeota (25.00%)","Archaea (100.00%), Archaea:Euryarchaeota (73.33%), Archaea:Crenarchaeota (26.67%)",sR1,Small nucleolar RNA sR1,Gene; snRNA; snoRNA; CD-box;
RF01304,Archaea/Mixed,"Archaea (100.00%), Archaea:Euryarchaeota (54.55%), Archaea:Crenarchaeota (45.45%)","Eukaryota (58.62%), Eukaryota:Metazoa (51.72%), Archaea (41.38%), Archaea:Crenarchaeota (20.69%), Archaea:Euryarchaeota (13.79%), Eukaryota:Viridiplantae (6.90%)",sR5,Small nucleolar RNA sR5,Gene; snRNA; snoRNA; CD-box;
RF01310,Archaea/Mixed,"Archaea (100.00%), Archaea:Euryarchaeota (80.00%), Archaea:Crenarchaeota (20.00%)","Archaea (50.00%), Eukaryota (50.00%), Archaea:Euryarchaeota (25.00%), Archaea:Crenarchaeota (25.00%), Eukaryota:Viridiplantae (25.00%), Eukaryota:Metazoa (25.00%)",sR7,Small nucleolar RNA sR7,Gene; snRNA; snoRNA; CD-box;
RF01312,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",sR9,Small nucleolar RNA sR9,Gene; snRNA; snoRNA; CD-box;
RF01328,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",CRISPR-DR17,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01338,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (95.90%), Archaea:Crenarchaeota (95.90%), Eukaryota (4.10%), Eukaryota:Metazoa (2.21%), Eukaryota:Viridiplantae (1.89%)",CRISPR-DR25,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01339,Archaea+Crenarchaeota/Mixed,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (89.36%), Archaea:Crenarchaeota (89.36%), Eukaryota (9.93%), Eukaryota:Metazoa (9.93%), Bacteria (0.71%), Bacteria:Firmicutes (0.71%)",CRISPR-DR27,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01354,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (98.95%), Archaea:Crenarchaeota (98.95%), Eukaryota (1.05%), Eukaryota:Viridiplantae (1.05%)",CRISPR-DR45,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01355,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",CRISPR-DR26,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01722,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",Pyrobac-1,Pyrobac-1 RNA,Gene; sRNA;
RF01829,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",sR6,sR6 snoRNA,Gene; snRNA; snoRNA; CD-box;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.41%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01857,Archaea,"Archaea (100.00%), Archaea:Euryarchaeota (83.33%), Archaea:Crenarchaeota (14.81%)","Archaea (99.68%), Archaea:Euryarchaeota (72.87%), Archaea:Crenarchaeota (9.78%), Archaea:Thaumarchaeota (2.21%), Bacteria (0.32%), Bacteria:Firmicutes (0.32%)",Archaea_SRP,Archaeal signal recognition particle RNA,Gene;
RF02357,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",RNaseP-T,RNaseP truncated form,Gene; ribozyme;
RF02793,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",asR3,Pyrobaculum asRNA3,Gene; antisense;
RF02801,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR201,Pyrobaculum sRNA 201,Gene; snRNA; snoRNA; HACA-box;
RF02802,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR204,Pyrobaculum sRNA 204,Gene; snRNA; snoRNA; HACA-box;
RF02803,Archaea+Crenarchaeota/Mixed,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Eukaryota (66.67%), Eukaryota:Viridiplantae (50.00%), Archaea (33.33%), Archaea:Crenarchaeota (33.33%), Eukaryota:Metazoa (16.67%)",PyrR205,Pyrobaculum sRNA 205,Gene; snRNA; snoRNA; HACA-box;
RF02804,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR206,Pyrobaculum sRNA 206,Gene; snRNA; snoRNA; HACA-box;
RF02805,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR207,Pyrobaculum sRNA 207,Gene; snRNA; snoRNA; HACA-box;
RF02806,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR208,Pyrobaculum sRNA 208,Gene; snRNA; snoRNA; HACA-box;
RF02807,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR209,Pyrobaculum sRNA 209,Gene; snRNA; snoRNA; HACA-box;
RF02808,Archaea+Crenarchaeota,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (100.00%)",PyrR210,Pyrobaculum sRNA 210,Gene; snRNA; snoRNA; HACA-box;
RF02814,Archaea+Crenarchaeota/Archaea,"Archaea (100.00%), Archaea:Crenarchaeota (100.00%)","Archaea (100.00%), Archaea:Crenarchaeota (62.07%)",Sso133,Sulfolobus sRNA133,Gene; sRNA;
