Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00467,Retroviridae+Viruses/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (98.55%), Eukaryota:Metazoa (98.55%), Viruses (1.45%), Viruses:Retroviridae (1.45%)",RSV_PBS,Rous sarcoma virus (RSV) primer binding site (PBS),Cis-reg;
RF00480,Retroviridae+Viruses,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (93.55%), Viruses:Retroviridae (93.55%), Bacteria (6.45%)",HIV_FE,HIV Ribosomal frameshift signal,Cis-reg; frameshift_element;
RF01073,Retroviridae+Viruses/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (99.94%), Eukaryota:Metazoa (99.94%), Viruses (0.06%), Viruses:Retroviridae (0.06%)",GP_knot1,Gag/pol translational readthrough site,Cis-reg;
RF01092,Retroviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Retroviridae (100.00%)",No Data,GP_knot2,Gag/pol translational readthrough site,Cis-reg;
RF01097,Retroviridae+Viruses/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (99.97%), Eukaryota:Metazoa (99.97%), Viruses (0.03%), Viruses:Retroviridae (0.03%)",RF_site8,Gag/pro ribosomal frameshift site,Cis-reg; frameshift_element;
RF01098,Retroviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (66.67%), Eukaryota:Metazoa (66.67%), Viruses (33.33%), Viruses:Retroviridae (33.33%)",RF_site9,Gag/pro ribosomal frameshift site,Cis-reg; frameshift_element;
RF01380,Retroviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (33.33%), Viruses (33.33%), Viruses:Retroviridae (33.33%), Bacteria (30.00%), Bacteria:Actinobacteria (13.33%), Eukaryota:Metazoa (13.33%), Eukaryota:Viridiplantae (10.00%), Archaea (3.33%), Archaea:Euryarchaeota (3.33%), Eukaryota:Fungi (3.33%), Bacteria:Proteobacteria (1.67%), Bacteria:Firmicutes (1.67%)",HIV-1_SD,Human immunodeficiency virus type 1 major splice donor,Cis-reg;
RF01381,Retroviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (72.41%), Viruses:Retroviridae (72.41%), Eukaryota (24.14%), Eukaryota:Metazoa (17.24%), Eukaryota:Viridiplantae (6.90%), Bacteria (3.45%), Bacteria:Actinobacteria (3.45%)",HIV-1_SL3,HIV-1 stem-loop 3 Psi packaging signal,Cis-reg;
RF01382,Retroviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (54.72%), Viruses:Retroviridae (54.72%), Eukaryota (41.51%), Eukaryota:Metazoa (26.42%), Eukaryota:Fungi (9.43%), Bacteria (3.77%), Eukaryota:Viridiplantae (3.77%), Bacteria:Proteobacteria (1.89%), Bacteria:Actinobacteria (1.89%), Eukaryota:Alveolata (1.89%)",HIV-1_SL4,HIV-1 stem-loop 4 packaging signal,Cis-reg;
RF01417,Retroviridae+Viruses/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (99.47%), Eukaryota:Metazoa (99.47%), Viruses (0.53%), Viruses:Retroviridae (0.53%)",RSV_RNA,Retroviral 3'UTR stability element,Cis-reg;
RF01418,Retroviridae+Viruses,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (91.43%), Viruses:Retroviridae (91.43%), Bacteria (5.71%), Eukaryota (2.86%), Eukaryota:Metazoa (2.86%)",HIV_POL-1_SL,HIV pol-1 stem loop,Cis-reg;
RF01785,Retroviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Eukaryota (83.33%), Eukaryota:Metazoa (83.33%), Viruses (16.67%), Viruses:Retroviridae (16.67%)",blv_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01790,Retroviridae+Viruses,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (100.00%), Viruses:Retroviridae (100.00%)",htlv_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01792,Retroviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Retroviridae (100.00%)",No Data,eiav_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01834,Retroviridae+Viruses,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (100.00%), Viruses:Retroviridae (100.00%)",fiv_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01835,Retroviridae+Viruses,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (100.00%), Viruses:Retroviridae (100.00%)",HIV_FS2,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01840,Retroviridae+Viruses,"Viruses (100.00%), Viruses:Retroviridae (100.00%)","Viruses (100.00%), Viruses:Retroviridae (100.00%)",ovine_lenti_FSE,ribosomal frameshift element,Cis-reg; frameshift_element;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.46%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
