Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00162,Bacteria,"Bacteria (97.59%), Bacteria:Firmicutes (71.77%), Bacteria:Actinobacteria (7.22%), Bacteria:Bacteroidetes (5.47%), Bacteria:Proteobacteria (3.28%), unclassified sequences (1.31%), Other (1.09%), Bacteria:Cyanobacteria (0.44%)","Bacteria (99.62%), Bacteria:Firmicutes (37.07%), Bacteria:Actinobacteria (9.85%), Bacteria:Bacteroidetes (7.43%), Bacteria:Proteobacteria (1.54%), Eukaryota (0.36%), Eukaryota:Metazoa (0.22%), Eukaryota:Fungi (0.05%), Bacteria:Cyanobacteria (0.03%), Eukaryota:Viridiplantae (0.03%), Eukaryota:Alveolata (0.03%), Other (0.02%)",SAM,SAM riboswitch aptamer (S box leader),Cis-reg; riboswitch;
RF00167,Bacteria+Firmicutes/Bacteria,"Bacteria (99.25%), Bacteria:Firmicutes (89.47%), Bacteria:Proteobacteria (9.02%), unclassified sequences (0.75%)","Bacteria (99.78%), Bacteria:Firmicutes (56.43%), Bacteria:Proteobacteria (1.20%), Bacteria:Bacteroidetes (0.36%), Eukaryota (0.22%), Eukaryota:Metazoa (0.14%), Eukaryota:Fungi (0.07%)",Purine,Purine riboswitch aptamer,Cis-reg; riboswitch;
RF00168,Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (59.57%), Bacteria:Proteobacteria (40.43%)","Bacteria (99.23%), Bacteria:Firmicutes (49.66%), Bacteria:Proteobacteria (9.62%), Bacteria:Actinobacteria (0.93%), Eukaryota (0.77%), Eukaryota:Metazoa (0.59%), Bacteria:Bacteroidetes (0.12%), Eukaryota:Viridiplantae (0.12%), Eukaryota:Fungi (0.03%)",Lysine,Lysine riboswitch aptamer,Cis-reg; riboswitch;
RF00169,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (48.28%), Bacteria:Firmicutes (16.86%), Bacteria:Actinobacteria (14.94%), Bacteria:Cyanobacteria (6.90%)","Bacteria (98.87%), Bacteria:Proteobacteria (28.09%), Bacteria:Actinobacteria (16.60%), Bacteria:Firmicutes (5.20%), Bacteria:Cyanobacteria (1.58%), Eukaryota (1.09%), Eukaryota:Metazoa (0.62%), Eukaryota:Viridiplantae (0.19%), Eukaryota:Alveolata (0.14%), Bacteria:Bacteroidetes (0.10%), Eukaryota:Fungi (0.09%), Viruses (0.03%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%)",Bacteria_small_SRP,Bacterial small signal recognition particle RNA,Gene;
RF00174,Bacteria,"Bacteria (99.54%), Bacteria:Proteobacteria (70.74%), Bacteria:Firmicutes (12.44%), Bacteria:Actinobacteria (7.60%), Bacteria:Bacteroidetes (6.68%), unclassified sequences (0.23%), Other (0.23%), Bacteria:Cyanobacteria (0.23%)","Bacteria (99.32%), Bacteria:Proteobacteria (20.10%), Bacteria:Actinobacteria (14.42%), Bacteria:Firmicutes (13.37%), Bacteria:Bacteroidetes (5.50%), Bacteria:Cyanobacteria (0.95%), Eukaryota (0.68%), Eukaryota:Metazoa (0.39%), Eukaryota:Viridiplantae (0.12%), Eukaryota:Alveolata (0.10%), Eukaryota:Fungi (0.04%)",Cobalamin,Cobalamin riboswitch aptamer,Cis-reg; riboswitch;
RF00177,Bacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (12.12%), Bacteria:Firmicutes (8.08%), Bacteria:Bacteroidetes (4.04%), Bacteria:Actinobacteria (2.02%), Bacteria:Cyanobacteria (1.01%)","Bacteria (58.18%), Eukaryota (41.78%), Eukaryota:Viridiplantae (29.69%), Bacteria:Firmicutes (11.56%), Bacteria:Proteobacteria (11.07%), Eukaryota:Metazoa (8.14%), Bacteria:Actinobacteria (6.78%), Eukaryota:Fungi (2.58%), Bacteria:Bacteroidetes (2.49%), Bacteria:Cyanobacteria (0.60%), Eukaryota:Stramenopiles (0.54%), Eukaryota:Alveolata (0.26%), Archaea (0.02%), Viruses (0.01%), Archaea:Euryarchaeota (0.01%), Eukaryota:Amoebozoa (0.01%)",SSU_rRNA_bacteria,Bacterial small subunit ribosomal RNA,Gene; rRNA;
RF00230,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (97.92%), Bacteria:Proteobacteria (2.08%)","Bacteria (99.81%), Bacteria:Firmicutes (60.64%), Bacteria:Bacteroidetes (0.24%), Eukaryota (0.19%), Eukaryota:Metazoa (0.18%), Bacteria:Proteobacteria (0.15%), Bacteria:Cyanobacteria (0.01%), Eukaryota:Fungi (0.01%), Eukaryota:Viridiplantae (0.01%)",T-box,T-box leader,Cis-reg; leader;
RF00234,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.93%), Bacteria:Firmicutes (55.66%), Bacteria:Actinobacteria (0.22%), Bacteria:Proteobacteria (0.15%), Eukaryota (0.07%), Bacteria:Bacteroidetes (0.07%), Eukaryota:Metazoa (0.07%)",glmS,glmS glucosamine-6-phosphate activated ribozyme aptamer,Cis-reg; riboswitch;
RF00235,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (28.57%)",Plasmid_RNAIII,Plasmid RNAIII,Gene;
RF00238,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (89.19%), Bacteria:Firmicutes (72.97%), Eukaryota (10.81%), Eukaryota:Viridiplantae (5.41%), Eukaryota:Metazoa (5.41%)",ctRNA_pND324,ctRNA,Gene; antisense;
RF00242,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (76.47%), Bacteria:Firmicutes (29.41%), Eukaryota (23.53%), Bacteria:Bacteroidetes (17.65%), Eukaryota:Fungi (11.76%), Eukaryota:Metazoa (11.76%), Bacteria:Proteobacteria (5.88%)",ctRNA_pT181,ctRNA,Gene; antisense;
RF00379,Bacteria,"Bacteria (99.06%), Bacteria:Firmicutes (71.70%), Bacteria:Actinobacteria (22.64%), Bacteria:Proteobacteria (3.77%), unclassified sequences (0.94%)","Bacteria (99.88%), Bacteria:Actinobacteria (35.88%), Bacteria:Firmicutes (16.69%), Bacteria:Cyanobacteria (1.67%), Bacteria:Proteobacteria (0.30%), Eukaryota (0.12%), Eukaryota:Viridiplantae (0.07%), Eukaryota:Metazoa (0.04%), Bacteria:Bacteroidetes (0.01%), Eukaryota:Fungi (0.01%)",c-di-AMP,c-di-AMP riboswitch aptamer (ydaO/yuaA leader),Cis-reg; riboswitch;
RF00380,Bacteria,"Bacteria (97.48%), Bacteria:Firmicutes (63.52%), Bacteria:Actinobacteria (15.72%), Bacteria:Proteobacteria (14.47%), unclassified sequences (1.89%), Other (0.63%)","Bacteria (99.22%), Bacteria:Firmicutes (41.04%), Bacteria:Actinobacteria (20.35%), Bacteria:Proteobacteria (4.52%), Eukaryota (0.70%), Eukaryota:Metazoa (0.61%), Bacteria:Bacteroidetes (0.17%), Archaea (0.09%), Archaea:Euryarchaeota (0.09%), Eukaryota:Fungi (0.09%)",Magnesium,M-box riboswitch aptamer (ykoK leader),Cis-reg; riboswitch;
RF00388,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",Anti-Q_RNA,Anti-Q RNA,Gene; antisense;
RF00442,Bacteria,"Bacteria (82.00%), Bacteria:Proteobacteria (48.00%), Bacteria:Firmicutes (27.00%), unclassified sequences (18.00%), Bacteria:Cyanobacteria (5.00%), Bacteria:Actinobacteria (2.00%)","Bacteria (99.29%), Bacteria:Firmicutes (26.09%), Bacteria:Proteobacteria (21.28%), Bacteria:Cyanobacteria (3.57%), Bacteria:Actinobacteria (2.66%), Eukaryota (0.65%), Eukaryota:Metazoa (0.32%), Eukaryota:Viridiplantae (0.19%), Viruses (0.06%), Eukaryota:Alveolata (0.06%)",Guanidine-I,Guanidine-I riboswitch aptamer,Cis-reg; riboswitch;
RF00503,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (86.67%), Bacteria:Firmicutes (66.67%), Eukaryota (13.33%), Eukaryota:Viridiplantae (6.67%), Eukaryota:Metazoa (6.67%)",RNAIII,RNAIII,Gene;
RF00504,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (43.18%), Bacteria:Firmicutes (31.82%), Bacteria:Actinobacteria (25.00%)","Bacteria (99.26%), Bacteria:Proteobacteria (20.92%), Bacteria:Actinobacteria (20.50%), Bacteria:Firmicutes (13.78%), Eukaryota (0.73%), Eukaryota:Metazoa (0.35%), Eukaryota:Viridiplantae (0.15%), Eukaryota:Fungi (0.13%), Eukaryota:Alveolata (0.08%), Bacteria:Bacteroidetes (0.02%), Viruses (0.01%)",Glycine,Glycine riboswitch aptamer,Cis-reg; riboswitch;
RF00515,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.60%), Bacteria:Firmicutes (62.09%), Eukaryota (0.40%), Bacteria:Proteobacteria (0.33%), Eukaryota:Metazoa (0.33%), Bacteria:Bacteroidetes (0.07%), Eukaryota:Fungi (0.07%)",PyrR,PyrR binding site,Cis-reg;
RF00516,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.38%), Bacteria:Firmicutes (54.66%), Eukaryota (0.62%), Eukaryota:Metazoa (0.41%), Eukaryota:Fungi (0.21%)",ylbH,ylbH leader,Cis-reg; leader;
RF00522,Bacteria,"Bacteria (90.70%), Bacteria:Firmicutes (72.09%), Bacteria:Proteobacteria (16.28%), Other (9.30%)","Bacteria (99.89%), Bacteria:Firmicutes (53.16%), Bacteria:Proteobacteria (7.79%), Bacteria:Bacteroidetes (0.34%), Eukaryota (0.11%), Eukaryota:Metazoa (0.11%)",PreQ1,PreQ1 (pre queuosine) riboswitch aptamer,Cis-reg; riboswitch;
RF00555,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.10%), Bacteria:Firmicutes (73.57%), Eukaryota (0.90%), Eukaryota:Metazoa (0.90%)",L13_leader,Ribosomal protein L13 leader,Cis-reg; leader;
RF00556,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.58%), Bacteria:Firmicutes (64.44%), Eukaryota (0.42%), Eukaryota:Metazoa (0.42%)",L19_leader,Ribosomal protein L19 leader,Cis-reg; leader;
RF00557,Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (78.35%), Bacteria:Cyanobacteria (12.37%)","Bacteria (99.71%), Bacteria:Firmicutes (51.69%), Bacteria:Cyanobacteria (4.10%), Bacteria:Actinobacteria (0.59%), Eukaryota (0.29%), Eukaryota:Metazoa (0.29%), Bacteria:Bacteroidetes (0.24%), Bacteria:Proteobacteria (0.10%)",L10_leader,Ribosomal protein L10 leader,Cis-reg; leader;
RF00558,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.73%), Bacteria:Firmicutes (64.94%), Eukaryota (0.27%), Eukaryota:Metazoa (0.27%)",L20_leader,Ribosomal protein L20 leader,Cis-reg; leader;
RF00559,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (94.74%)","Bacteria (99.79%), Bacteria:Firmicutes (63.46%), Eukaryota (0.21%), Bacteria:Bacteroidetes (0.21%), Eukaryota:Metazoa (0.21%)",L21_leader,Ribosomal protein L21 leader,Cis-reg; leader;
RF00615,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (60.00%)",LhrA,Listeria Hfq binding LhrA,Gene; sRNA;
RF00616,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (61.54%)",LhrC,Listeria LhrC,Gene; sRNA;
RF01051,Bacteria,"Bacteria (97.42%), Bacteria:Proteobacteria (50.97%), Bacteria:Firmicutes (43.87%), unclassified sequences (1.94%), Viruses (0.65%)","Bacteria (99.42%), Bacteria:Firmicutes (36.70%), Bacteria:Proteobacteria (13.71%), Bacteria:Actinobacteria (1.09%), Eukaryota (0.53%), Eukaryota:Metazoa (0.41%), Bacteria:Bacteroidetes (0.10%), Bacteria:Cyanobacteria (0.08%), Viruses (0.06%), Eukaryota:Viridiplantae (0.04%), Eukaryota:Fungi (0.02%), Eukaryota:Alveolata (0.02%)",c-di-GMP-I,c-di-GMP-I riboswitch aptamer,Cis-reg; riboswitch;
RF01054,Bacteria+Firmicutes/Bacteria,"Bacteria (93.33%), Bacteria:Firmicutes (93.33%), Other (6.67%)","Bacteria (100.00%), Bacteria:Firmicutes (73.08%)",preQ1-II,PreQ1-II (pre queuosine) riboswitch aptamer,Cis-reg; riboswitch;
RF01055,Bacteria,"Bacteria (99.38%), Bacteria:Proteobacteria (84.38%), Bacteria:Firmicutes (13.12%), unclassified sequences (0.62%)","Bacteria (99.00%), Bacteria:Firmicutes (35.01%), Bacteria:Proteobacteria (25.35%), Eukaryota (0.93%), Eukaryota:Metazoa (0.70%), Bacteria:Actinobacteria (0.15%), Eukaryota:Viridiplantae (0.15%), Viruses (0.08%), Bacteria:Bacteroidetes (0.08%), Eukaryota:Fungi (0.08%)",Molybdenum,Molybdenum/Tungsten riboswitch aptamer (Moco RNA motif),Cis-reg; riboswitch;
RF01065,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.44%), Bacteria:Firmicutes (81.46%), Eukaryota (0.56%), Eukaryota:Metazoa (0.56%)",23S-methyl,23S methyl RNA motif,Cis-reg;
RF01071,Bacteria+Firmicutes/Bacteria,"Bacteria (95.00%), Bacteria:Firmicutes (95.00%), unclassified sequences (5.00%)","Bacteria (100.00%), Bacteria:Firmicutes (58.95%), Bacteria:Bacteroidetes (0.22%)",OLE,Ornate Large Extremophilic RNA,Gene;
RF01315,Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (73.68%), Bacteria:Actinobacteria (5.26%)","Bacteria (98.32%), Bacteria:Firmicutes (49.79%), Archaea (1.67%), Bacteria:Bacteroidetes (1.22%), Bacteria:Proteobacteria (0.34%), Bacteria:Actinobacteria (0.34%), Eukaryota (0.01%), Eukaryota:Viridiplantae (0.01%)",CRISPR-DR2,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01316,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (64.45%)",CRISPR-DR3,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01320,Mixed,"Archaea (50.00%), Archaea:Euryarchaeota (50.00%), Bacteria (30.00%), unclassified sequences (20.00%), Bacteria:Proteobacteria (10.00%), Bacteria:Bacteroidetes (10.00%)","Bacteria (69.00%), Archaea (30.64%), Archaea:Euryarchaeota (28.40%), Bacteria:Proteobacteria (15.94%), Bacteria:Firmicutes (9.36%), Bacteria:Bacteroidetes (9.22%), Archaea:Thaumarchaeota (2.24%), Eukaryota (0.37%), Eukaryota:Metazoa (0.27%), Eukaryota:Viridiplantae (0.09%)",CRISPR-DR7,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01322,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (85.71%), Bacteria:Firmicutes (14.29%)","Bacteria (100.00%), Bacteria:Proteobacteria (47.88%), Bacteria:Firmicutes (18.64%), Bacteria:Cyanobacteria (2.12%)",CRISPR-DR9,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01327,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.78%), Bacteria:Firmicutes (34.81%), Viruses (0.22%)",CRISPR-DR14,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01335,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.35%), Bacteria:Firmicutes (79.91%), Viruses (0.65%)",CRISPR-DR22,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01349,Bacteria+Firmicutes/No Data,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",No Data,CRISPR-DR40,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01352,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (75.02%)",CRISPR-DR43,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01376,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (81.61%), Bacteria:Firmicutes (41.38%), Eukaryota (18.39%), Eukaryota:Metazoa (16.09%), Bacteria:Cyanobacteria (3.45%), Eukaryota:Viridiplantae (2.30%)",CRISPR-DR63,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01405,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (60.75%), Bacteria:Firmicutes (13.31%)",STnc490,STnc490 Hfq binding RNA,Gene; sRNA;
RF01410,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (99.48%), Bacteria:Firmicutes (56.90%), Eukaryota (0.52%), Eukaryota:Viridiplantae (0.34%), Eukaryota:Metazoa (0.17%)",BsrC,BsrC,Gene; sRNA;
RF01411,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (58.67%)",BsrF,BsrF,Gene; sRNA;
RF01412,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (94.81%), Bacteria:Firmicutes (52.35%), Viruses (4.70%), Eukaryota (0.49%), Eukaryota:Metazoa (0.49%), Bacteria:Bacteroidetes (0.16%)",BsrG,BsrG,Gene; sRNA;
RF01457,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli22,Listeria sRNA rli22,Gene; sRNA;
RF01458,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (55.77%), Bacteria:Proteobacteria (1.92%)",rli23,Listeria snRNA rli23,Gene; antisense;
RF01459,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rliE,Listeria sRNA rliE,Gene; sRNA;
RF01460,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rliH,Listeria sRNA rliH,Gene; sRNA;
RF01461,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli24,Listeria sRNA rli22,Gene; sRNA;
RF01462,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli26,Listeria sRNA rli26,Gene; sRNA;
RF01463,Bacteria+Firmicutes,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Firmicutes (100.00%)",rli27,Listeria sRNA rli27,Gene; sRNA;
RF01464,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Eukaryota (86.67%), Eukaryota:Viridiplantae (86.67%), Bacteria (13.33%), Bacteria:Firmicutes (13.33%)",rliA,Listeria sRNA rliA,Gene; sRNA;
