Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00620,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_ARF_SL,Hepatitis C alternative reading frame stem-loop,Cis-reg;
RF01415,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavivirus_SLIV,Flavivirus 3'UTR stem loop IV,Cis-reg;
RF01768,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,flavi_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.46%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF02340,Flaviviridae+Viruses,"Viruses (93.33%), Viruses:Flaviviridae (93.33%), Other (6.67%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",DENV_SLA,Dengue virus SLA,Cis-reg;
RF03539,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavi_NKV_xrRNA,No-known vector Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03540,Flaviviridae+Viruses/Eukaryota+Metazoa,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",Flavi_NKV_CRE,No-Known-Vector Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03541,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavi_ISFV_xrRNA,Insect-specific Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03542,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavi_ISFV_repeat_Ra_Rb,Insect-Specific Flavivirus 3' UTR repeats Ra and Rb elements,Cis-reg;
RF03543,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavi_ISFV_repeat_Rb,Insect-Specific Flavivirus 3' UTR repeats Rb,Cis-reg;
RF03544,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavi_ISFV_repeat_Ra,Insect-Specific Flavivirus 3' UTR repeats Ra,Cis-reg;
RF03546,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavivirus-5UTR,Flavivirus 5' UTR,Cis-reg;
RF03547,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Flavi_xrRNA,General Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF04218,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_5BSL1,Hepatitis C virus stem-loop I,Cis-reg;
RF04219,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_J750,J750 non-coding RNA (containing SLSL761 and SL783),Cis-reg;
RF04220,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_SL588,SL588 non-coding RNA,Cis-reg;
RF04221,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_SL669,SL669 non-coding RNA,Cis-reg;
RF04305,Flaviviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Bacteria (50.00%), Viruses (50.00%), Bacteria:Actinobacteria (50.00%), Viruses:Flaviviridae (50.00%)",HCV_SL1412,Hepatitis C virus stem-loop SL1412 RNA,Cis-reg;
RF04306,Flaviviridae+Viruses/Mixed,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Eukaryota (50.00%), Viruses (50.00%), Eukaryota:Metazoa (50.00%), Viruses:Flaviviridae (50.00%)",HCV_SL8001,Hepatitis C virus stem-loop SL8001 RNA,Cis-reg;
RF04307,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_SL8670,Hepatitis C virus stem-loop SL8670,Cis-reg;
RF04308,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_SL2531-SL2549,Hepatitis C virus stem-loop SL2531 and SL2549AU,Cis-reg;
RF04309,Flaviviridae+Viruses,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",HCV_J7880,Hepatitis C virus J7880 RNA,Cis-reg;
RF04322,Flaviviridae+Viruses/Viruses,"Viruses (72.22%), Viruses:Flaviviridae (69.44%), unclassified sequences (27.78%)","Viruses (100.00%), Viruses:Flaviviridae (50.00%)",Pestivirus-3UTR-SLI,Pestivirus 3' UTR SLI,Cis-reg;
RF04323,Flaviviridae+Viruses,"Viruses (90.00%), Viruses:Flaviviridae (90.00%), unclassified sequences (10.00%)","Viruses (100.00%), Viruses:Flaviviridae (100.00%)",Pestivirus-3UTR-SLIV-SLII-BVDV-1,Pestivirus 3' UTR SLIV and SLII bovine viral diarrhea virus (BVDV-1),Gene; sRNA;
RF04324,Flaviviridae+Viruses/No Data,"Viruses (100.00%), Viruses:Flaviviridae (100.00%)",No Data,Pestivirus-3UTR-SLIV-SLIII-SLII-CSFV,"Pestivirus 3' UTR SLIV, SLIII and SLII classical swine fever virus",Gene; sRNA;
