Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00034,Bacteria+Proteobacteria/Bacteria,"Bacteria (92.31%), Bacteria:Proteobacteria (92.31%), unclassified sequences (7.69%)","Bacteria (91.30%), Bacteria:Proteobacteria (70.65%), Eukaryota (8.70%), Eukaryota:Metazoa (7.61%), Eukaryota:Fungi (1.09%)",RprA,RprA RNA,Gene; sRNA;
RF00035,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (96.15%)",OxyS,OxyS RNA,Gene; sRNA;
RF00039,Bacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (80.00%), Bacteria:Firmicutes (20.00%)","Bacteria (67.86%), Bacteria:Proteobacteria (64.29%), Viruses (28.57%), Eukaryota (3.57%), Bacteria:Firmicutes (3.57%), Eukaryota:Metazoa (3.57%)",DicF,DicF RNA,Gene; antisense;
RF00040,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (94.31%), Bacteria:Proteobacteria (69.11%), Eukaryota (5.69%), Eukaryota:Metazoa (4.88%), Eukaryota:Fungi (0.81%)",rne5,RNase E 5' UTR element,Cis-reg;
RF00042,Bacteria,"Bacteria (91.89%), Bacteria:Proteobacteria (89.19%), Other (8.11%)","Bacteria (90.00%), Bacteria:Proteobacteria (70.00%), Eukaryota (10.00%), Eukaryota:Metazoa (10.00%), Bacteria:Actinobacteria (2.50%)",CopA,CopA-like RNA,Gene; antisense;
RF00043,Mixed/Bacteria,"Bacteria (87.50%), Bacteria:Proteobacteria (50.00%), Other (12.50%)","Bacteria (100.00%), Bacteria:Proteobacteria (61.54%)",Plasmid_R1162,R1162-like plasmid antisense RNA,Gene; antisense;
RF00050,Bacteria,"Bacteria (97.26%), Bacteria:Firmicutes (53.42%), Bacteria:Proteobacteria (35.62%), unclassified sequences (2.05%), Other (0.68%), Bacteria:Actinobacteria (0.68%)","Bacteria (99.24%), Bacteria:Firmicutes (27.21%), Bacteria:Actinobacteria (15.64%), Bacteria:Proteobacteria (13.58%), Eukaryota (0.64%), Bacteria:Bacteroidetes (0.56%), Eukaryota:Metazoa (0.32%), Eukaryota:Viridiplantae (0.14%), Archaea (0.11%), Archaea:Euryarchaeota (0.11%), Eukaryota:Fungi (0.11%), Eukaryota:Alveolata (0.06%), Viruses (0.02%)",FMN,FMN riboswitch aptamer (RFN element),Cis-reg; riboswitch;
RF00057,Bacteria+Proteobacteria/Bacteria,"Bacteria (96.15%), Bacteria:Proteobacteria (96.15%), unclassified sequences (3.85%)","Bacteria (94.72%), Bacteria:Proteobacteria (66.42%), Eukaryota (5.28%), Eukaryota:Metazoa (4.53%), Eukaryota:Fungi (0.38%), Eukaryota:Viridiplantae (0.38%)",RyhB,RyhB RNA,Gene; sRNA;
RF00059,Mixed/Bacteria,"Bacteria (85.22%), Bacteria:Firmicutes (40.00%), Bacteria:Proteobacteria (29.57%), Bacteria:Actinobacteria (10.43%), Eukaryota (9.57%), Eukaryota:Viridiplantae (6.09%), Eukaryota:Fungi (3.48%), Other (2.61%), Bacteria:Cyanobacteria (2.61%), Archaea (1.74%), Archaea:Euryarchaeota (1.74%), unclassified sequences (0.87%)","Bacteria (94.78%), Bacteria:Proteobacteria (18.83%), Bacteria:Firmicutes (18.45%), Bacteria:Actinobacteria (12.62%), Eukaryota (5.06%), Bacteria:Bacteroidetes (3.42%), Eukaryota:Viridiplantae (2.32%), Eukaryota:Fungi (1.47%), Bacteria:Cyanobacteria (0.69%), Eukaryota:Metazoa (0.48%), Eukaryota:Stramenopiles (0.24%), Eukaryota:Alveolata (0.20%), Archaea (0.14%), Archaea:Euryarchaeota (0.11%), Viruses (0.01%), Other (0.01%), Archaea:Thaumarchaeota (0.01%)",TPP,TPP riboswitch aptamer (THI element),Cis-reg; riboswitch;
RF00077,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (95.65%), Bacteria:Proteobacteria (95.65%), Eukaryota (4.35%), Eukaryota:Metazoa (4.35%)",SraB,SraB RNA,Gene; sRNA;
RF00078,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (95.71%), Bacteria:Proteobacteria (65.00%), Eukaryota (4.29%), Eukaryota:Metazoa (3.57%), Bacteria:Actinobacteria (0.71%), Eukaryota:Fungi (0.71%)",MicA,MicA sRNA,Gene; sRNA;
RF00079,Bacteria+Proteobacteria/Bacteria,"Bacteria (91.30%), Bacteria:Proteobacteria (91.30%), unclassified sequences (8.70%)","Bacteria (93.75%), Bacteria:Proteobacteria (70.62%), Eukaryota (6.25%), Eukaryota:Metazoa (5.00%), Eukaryota:Fungi (1.25%)",OmrA-B,OmrA-B family,Gene; sRNA;
RF00080,Bacteria,"Bacteria (89.66%), Bacteria:Proteobacteria (72.41%), Bacteria:Firmicutes (17.24%), unclassified sequences (10.34%)","Bacteria (97.72%), Bacteria:Proteobacteria (50.75%), Bacteria:Firmicutes (5.97%), Eukaryota (2.19%), Eukaryota:Metazoa (1.23%), Eukaryota:Viridiplantae (0.70%), Eukaryota:Fungi (0.26%), Viruses (0.09%)",Manganese,Manganese Mn2+ riboswitch aptamer (yybP-ykoY),Cis-reg; riboswitch;
RF00081,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (93.75%), Bacteria:Proteobacteria (75.00%), Eukaryota (6.25%), Eukaryota:Metazoa (6.25%)",ArcZ,ArcZ RNA,Gene; sRNA;
RF00082,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (95.00%), Bacteria:Proteobacteria (65.00%), Eukaryota (5.00%), Eukaryota:Metazoa (5.00%)",SraG,SraG RNA,Gene; sRNA;
RF00083,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (95.87%), Bacteria:Proteobacteria (67.77%), Eukaryota (4.13%), Eukaryota:Metazoa (4.13%)",GlmZ_SraJ,GlmZ RNA activator of glmS mRNA,Gene; sRNA;
RF00084,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (93.75%), Bacteria:Proteobacteria (77.08%), Eukaryota (6.25%), Eukaryota:Metazoa (6.25%)",CsrC,CsrC RNA family,Gene; sRNA;
RF00101,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (94.56%), Bacteria:Proteobacteria (64.02%), Eukaryota (5.44%), Eukaryota:Metazoa (4.60%), Eukaryota:Fungi (0.42%), Eukaryota:Viridiplantae (0.42%)",SraC_RyeA,SraC/RyeA RNA,Gene; sRNA;
RF00106,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (62.82%), Eukaryota (35.26%), Bacteria:Proteobacteria (30.77%), Eukaryota:Metazoa (26.28%), Bacteria:Actinobacteria (4.49%), Eukaryota:Fungi (3.21%), Bacteria:Firmicutes (2.56%), Viruses (1.92%), Eukaryota:Alveolata (1.92%), Bacteria:Bacteroidetes (1.28%), Eukaryota:Viridiplantae (1.28%), Eukaryota:Stramenopiles (1.28%), Eukaryota:Amoebozoa (0.64%)",RNAI,RNAI,Gene; antisense;
RF00107,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (84.62%), Bacteria:Proteobacteria (76.92%), Eukaryota (15.38%), Eukaryota:Metazoa (15.38%)",FinP,FinP,Gene;
RF00110,Bacteria+Proteobacteria/Bacteria,"Bacteria (75.00%), Bacteria:Proteobacteria (75.00%), unclassified sequences (25.00%)","Bacteria (91.79%), Bacteria:Proteobacteria (66.42%), Eukaryota (7.46%), Eukaryota:Metazoa (5.97%), Viruses (0.75%), Eukaryota:Fungi (0.75%), Eukaryota:Viridiplantae (0.75%)",RybB,RybB RNA,Gene; sRNA;
RF00111,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.88%), Bacteria:Proteobacteria (62.50%), Eukaryota (3.12%), Eukaryota:Metazoa (2.43%), Eukaryota:Fungi (0.35%), Eukaryota:Viridiplantae (0.35%)",SdsR_RyeB,SdsR_RyeB RNA,Gene; sRNA;
RF00112,Bacteria+Proteobacteria/Bacteria,"Bacteria (94.12%), Bacteria:Proteobacteria (94.12%), unclassified sequences (5.88%)","Bacteria (94.17%), Bacteria:Proteobacteria (71.84%), Eukaryota (5.83%), Eukaryota:Metazoa (4.85%), Eukaryota:Fungi (0.97%)",CyaR_RyeE,CyaR/Rye RNA,Gene; sRNA;
RF00113,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (91.30%), Bacteria:Proteobacteria (87.83%), Eukaryota (8.70%), Eukaryota:Metazoa (8.70%)",SIB_RNA,Short Intergenic Abundant RNA,Gene; antitoxin;
RF00114,Bacteria+Proteobacteria/Bacteria,"Bacteria (93.59%), Bacteria:Proteobacteria (93.59%), unclassified sequences (6.41%)","Bacteria (98.40%), Bacteria:Proteobacteria (59.52%), Eukaryota (1.60%), Eukaryota:Metazoa (1.20%), Bacteria:Firmicutes (0.67%), Eukaryota:Viridiplantae (0.40%), Bacteria:Bacteroidetes (0.27%)",S15,Ribosomal S15 leader,Cis-reg; leader;
RF00115,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (85.71%), Bacteria:Proteobacteria (78.57%), Eukaryota (10.71%), Eukaryota:Metazoa (7.14%), Viruses (3.57%), Eukaryota:Fungi (3.57%)",McaS,McaS/IsrA RNA,Gene; sRNA;
RF00116,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (93.75%), Bacteria:Proteobacteria (87.50%), Eukaryota (6.25%), Eukaryota:Metazoa (6.25%)",C0465,C0465 RNA,Gene; sRNA;
RF00117,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (85.71%), Bacteria:Proteobacteria (78.57%), Eukaryota (14.29%), Eukaryota:Metazoa (14.29%)",C0719,C0719 RNA,Gene; sRNA;
RF00118,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.00%), Bacteria:Proteobacteria (78.00%), Eukaryota (4.00%), Eukaryota:Metazoa (4.00%)",rydB,rydB RNA,Gene; sRNA;
RF00119,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (78.95%), Bacteria:Proteobacteria (78.95%), Eukaryota (21.05%), Eukaryota:Metazoa (21.05%)",C0299,C0299 RNA,Gene; sRNA;
RF00121,Bacteria/Bacteria+Proteobacteria,"Bacteria (87.50%), Bacteria:Proteobacteria (75.00%), unclassified sequences (12.50%), Bacteria:Firmicutes (12.50%)","Bacteria (96.00%), Bacteria:Proteobacteria (92.00%), Eukaryota (4.00%), Eukaryota:Metazoa (4.00%)",MicC,MicC RNA,Gene; sRNA;
RF00122,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (93.75%), Bacteria:Proteobacteria (93.75%), Eukaryota (6.25%), Eukaryota:Metazoa (6.25%)",GadY,GadY,Gene; sRNA;
RF00124,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",IS102,IS102 RNA,Gene; sRNA;
RF00125,Bacteria+Proteobacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)",IS128,IS128 RNA,Gene; sRNA;
RF00126,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (82.50%), Bacteria:Proteobacteria (67.50%), Eukaryota (17.50%), Eukaryota:Metazoa (17.50%)",ryfA,ryfA RNA,Gene; sRNA;
RF00127,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (98.39%), Bacteria:Proteobacteria (61.09%), Eukaryota (1.50%), Eukaryota:Metazoa (1.29%), Eukaryota:Viridiplantae (0.21%), Viruses (0.11%), Bacteria:Firmicutes (0.11%)",t44,t44 RNA,Gene; sRNA;
RF00128,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (84.97%), Bacteria:Proteobacteria (59.48%), Eukaryota (15.03%), Eukaryota:Viridiplantae (7.19%), Eukaryota:Metazoa (7.19%), Eukaryota:Fungi (0.65%)",GlmY_tke1,Glm Y RNA activator of glmS mRNA,Gene; sRNA;
RF00140,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (98.76%), Bacteria:Proteobacteria (60.61%), Eukaryota (1.24%), Eukaryota:Metazoa (0.83%), Bacteria:Firmicutes (0.28%), Eukaryota:Alveolata (0.28%), Eukaryota:Fungi (0.14%)",Alpha_RBS,Alpha operon ribosome binding site,Cis-reg;
RF00166,Bacteria+Proteobacteria/Bacteria,"Bacteria (94.87%), Bacteria:Proteobacteria (94.87%), unclassified sequences (5.13%)","Bacteria (96.55%), Bacteria:Proteobacteria (48.28%), Eukaryota (3.45%), Eukaryota:Metazoa (2.30%), Eukaryota:Viridiplantae (1.15%)",PrrB_RsmZ,PrrB/RsmZ RNA family,Gene; sRNA;
RF00168,Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (59.57%), Bacteria:Proteobacteria (40.43%)","Bacteria (99.23%), Bacteria:Firmicutes (49.72%), Bacteria:Proteobacteria (9.62%), Bacteria:Actinobacteria (0.93%), Eukaryota (0.77%), Eukaryota:Metazoa (0.59%), Bacteria:Bacteroidetes (0.12%), Eukaryota:Viridiplantae (0.12%), Eukaryota:Fungi (0.03%)",Lysine,Lysine riboswitch aptamer,Cis-reg; riboswitch;
RF00169,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (48.28%), Bacteria:Firmicutes (16.86%), Bacteria:Actinobacteria (14.94%), Bacteria:Cyanobacteria (6.90%)","Bacteria (98.87%), Bacteria:Proteobacteria (28.09%), Bacteria:Actinobacteria (16.64%), Bacteria:Firmicutes (5.20%), Bacteria:Cyanobacteria (1.58%), Eukaryota (1.09%), Eukaryota:Metazoa (0.62%), Eukaryota:Viridiplantae (0.19%), Bacteria:Bacteroidetes (0.14%), Eukaryota:Alveolata (0.14%), Eukaryota:Fungi (0.09%), Viruses (0.03%), Archaea (0.01%), Archaea:Euryarchaeota (0.01%)",Bacteria_small_SRP,Bacterial small signal recognition particle RNA,Gene;
RF00170,Bacteria+Proteobacteria/Bacteria,"Bacteria (85.71%), Bacteria:Proteobacteria (85.71%), unclassified sequences (14.29%)","Bacteria (94.44%), Bacteria:Proteobacteria (61.11%), Eukaryota (5.56%), Eukaryota:Metazoa (5.56%)",msr,Retron msr RNA,Gene;
RF00174,Bacteria,"Bacteria (99.54%), Bacteria:Proteobacteria (70.74%), Bacteria:Firmicutes (12.44%), Bacteria:Actinobacteria (7.60%), Bacteria:Bacteroidetes (6.68%), unclassified sequences (0.23%), Other (0.23%), Bacteria:Cyanobacteria (0.23%)","Bacteria (99.32%), Bacteria:Proteobacteria (20.10%), Bacteria:Actinobacteria (14.45%), Bacteria:Firmicutes (13.41%), Bacteria:Bacteroidetes (5.66%), Bacteria:Cyanobacteria (0.95%), Eukaryota (0.68%), Eukaryota:Metazoa (0.39%), Eukaryota:Viridiplantae (0.12%), Eukaryota:Alveolata (0.10%), Eukaryota:Fungi (0.04%)",Cobalamin,Cobalamin riboswitch aptamer,Cis-reg; riboswitch;
RF00177,Bacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (12.12%), Bacteria:Firmicutes (8.08%), Bacteria:Bacteroidetes (4.04%), Bacteria:Actinobacteria (2.02%), Bacteria:Cyanobacteria (1.01%)","Bacteria (58.18%), Eukaryota (41.78%), Eukaryota:Viridiplantae (29.69%), Bacteria:Firmicutes (11.60%), Bacteria:Proteobacteria (11.09%), Eukaryota:Metazoa (8.14%), Bacteria:Actinobacteria (6.79%), Eukaryota:Fungi (2.58%), Bacteria:Bacteroidetes (2.53%), Bacteria:Cyanobacteria (0.60%), Eukaryota:Stramenopiles (0.54%), Eukaryota:Alveolata (0.26%), Archaea (0.02%), Viruses (0.01%), Archaea:Euryarchaeota (0.01%), Eukaryota:Amoebozoa (0.01%)",SSU_rRNA_bacteria,Bacterial small subunit ribosomal RNA,Gene; rRNA;
RF00195,Bacteria+Proteobacteria/Bacteria,"Bacteria (72.73%), Bacteria:Proteobacteria (72.73%), unclassified sequences (27.27%)","Bacteria (97.30%), Bacteria:Proteobacteria (56.76%), Eukaryota (2.70%), Eukaryota:Viridiplantae (1.35%), Eukaryota:Metazoa (1.35%)",RsmY,RsmY RNA family,Gene; sRNA;
RF00240,Bacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (81.25%), Bacteria:Firmicutes (6.25%)","Bacteria (71.84%), Bacteria:Proteobacteria (49.51%), Eukaryota (24.27%), Eukaryota:Metazoa (12.62%), Eukaryota:Viridiplantae (8.74%), Viruses (3.88%), Bacteria:Firmicutes (1.94%), Eukaryota:Fungi (0.97%)",RNA-OUT,RNA-OUT,Gene; antisense;
RF00242,Bacteria+Firmicutes/Mixed,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (76.47%), Bacteria:Firmicutes (29.41%), Eukaryota (23.53%), Bacteria:Bacteroidetes (17.65%), Eukaryota:Fungi (11.76%), Eukaryota:Metazoa (11.76%), Bacteria:Proteobacteria (5.88%)",ctRNA_pT181,ctRNA,Gene; antisense;
RF00243,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (85.71%), Bacteria:Proteobacteria (85.71%), Eukaryota (14.29%), Eukaryota:Metazoa (14.29%)",traJ_5,traJ 5' UTR,Cis-reg;
RF00368,Bacteria+Proteobacteria/Bacteria,"Bacteria (93.75%), Bacteria:Proteobacteria (93.75%), unclassified sequences (6.25%)","Bacteria (90.12%), Bacteria:Proteobacteria (69.14%), Eukaryota (9.88%), Eukaryota:Metazoa (8.64%), Eukaryota:Fungi (1.23%)",sroB,sroB RNA,Gene; sRNA;
RF00369,Bacteria+Proteobacteria/Bacteria,"Bacteria (83.33%), Bacteria:Proteobacteria (83.33%), unclassified sequences (16.67%)","Bacteria (95.65%), Bacteria:Proteobacteria (72.46%), Eukaryota (4.35%), Eukaryota:Fungi (1.45%), Eukaryota:Viridiplantae (1.45%), Eukaryota:Metazoa (1.45%)",sroC,sroC RNA,Gene; sRNA;
RF00370,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (91.11%), Bacteria:Proteobacteria (80.00%), Eukaryota (8.89%), Eukaryota:Metazoa (4.44%), Eukaryota:Fungi (2.22%), Eukaryota:Viridiplantae (2.22%)",sroD,sroD RNA,Gene; sRNA;
RF00371,Bacteria+Proteobacteria/Mixed,"Bacteria (75.00%), Bacteria:Proteobacteria (75.00%), unclassified sequences (25.00%)","Bacteria (89.13%), Bacteria:Proteobacteria (76.09%), Eukaryota (6.52%), Viruses (4.35%), Eukaryota:Metazoa (4.35%), Eukaryota:Viridiplantae (2.17%)",sroE,sroE RNA,Gene; sRNA;
RF00372,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (71.43%), Bacteria:Proteobacteria (71.43%), Eukaryota (28.57%), Eukaryota:Metazoa (28.57%)",sroH,sroH RNA,Gene; sRNA;
RF00378,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (56.95%)",Qrr,Qrr RNA,Gene; sRNA;
RF00382,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (89.32%), Bacteria:Proteobacteria (66.99%), Eukaryota (10.68%), Eukaryota:Metazoa (7.77%), Eukaryota:Viridiplantae (1.94%), Eukaryota:Fungi (0.97%)",DnaX,DnaX ribosomal frameshifting element,Cis-reg; frameshift_element;
RF00383,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (70.79%), Bacteria:Proteobacteria (56.18%), Eukaryota (29.21%), Eukaryota:Metazoa (21.35%), Eukaryota:Viridiplantae (5.62%), Eukaryota:Fungi (2.25%), Bacteria:Bacteroidetes (1.12%)",IS1222_FSE,Insertion sequence IS1222 ribosomal frameshifting element,Cis-reg; frameshift_element;
