Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF01566,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR16,Dictyostelium snoRNA DdR16,Gene; snRNA; snoRNA; CD-box;
RF01567,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR17,D. discoideum snoRNA DdR17,Gene; snRNA; snoRNA; CD-box;
RF01568,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR18,Dictyostelium snoRNA DdR18,Gene; snRNA; snoRNA; HACA-box;
RF01569,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR2,Dictyostelium snoRNA DdR2,Gene; snRNA; snoRNA; CD-box;
RF01570,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",Dictyostelium_SRP,Dictyostelium signal recognition particle,Gene;
RF01572,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR4,Dictyostelium snoRNA DdR4,Gene; snRNA; snoRNA; CD-box;
RF01573,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR5,Dictyostelium snoRNA DdR5,Gene; snRNA; snoRNA; CD-box;
RF01574,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR6,Dictyostelium snoRNA DdR6,Gene; snRNA; snoRNA; CD-box;
RF01575,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR7,Dictyostelium snoRNA Dd7,Gene; snRNA; snoRNA; CD-box;
RF01576,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",DdR8,D. discoideum snoRNA DdR8,Gene; snRNA; snoRNA; CD-box;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.46%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF02554,Amoebozoa+Eukaryota/No Data,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",No Data,ppoRNA,mt-5S-like P. polycephalum,Gene; rRNA;
RF02555,Amoebozoa+Eukaryota/No Data,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)",No Data,hveRNA,mt-5S-like H. vermiformis,Gene; rRNA;
RF03716,Amoebozoa+Eukaryota,"Eukaryota (100.00%), Eukaryota:Amoebozoa (100.00%)","Eukaryota (100.00%), Eukaryota:Amoebozoa (97.62%), Eukaryota:Metazoa (2.38%)",mir-7131,mir-7131 microRNA precursor family,Gene; miRNA;
