Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00479,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snosnR71,Small nucleolar RNA snR71,Gene; snRNA; snoRNA; CD-box;
RF00488,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",U1_yeast,Yeast U1 spliceosomal RNA,Gene; snRNA; splicing;
RF00509,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snosnR64,Small nucleolar RNA snR64,Gene; snRNA; snoRNA; CD-box;
RF01050,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",Sacc_telomerase,Saccharomyces telomerase,Gene;
RF01176,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR78,Small nucleolar RNA snR78,Gene; snRNA; snoRNA; CD-box;
RF01177,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR67,Small nucleolar RNA snR67,Gene; snRNA; snoRNA; CD-box;
RF01181,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR77,Small nucleolar RNA snR77,Gene; snRNA; snoRNA; CD-box;
RF01184,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR79,Small nucleolar RNA snR79,Gene; snRNA; snoRNA; CD-box;
RF01185,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.81%), Eukaryota:Viridiplantae (0.19%)",snR75,Small nucleolar RNA snR75,Gene; snRNA; snoRNA; CD-box;
RF01188,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.46%)",snR56,Small nucleolar RNA snR56,Gene; snRNA; snoRNA; CD-box;
RF01190,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR50,Small nucleolar RNA snR50,Gene; snRNA; snoRNA; CD-box;
RF01195,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR52,Small nucleolar RNA snR52,Gene; snRNA; snoRNA; CD-box;
RF01197,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR39,Small nucleolar RNA snR39,Gene; snRNA; snoRNA; CD-box;
RF01199,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR58,Small nucleolar RNA snR58,Gene; snRNA; snoRNA; CD-box;
RF01201,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR40,Small nucleolar RNA snR40,Gene; snRNA; snoRNA; CD-box;
RF01203,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR47,Small nucleolar RNA snR47,Gene; snRNA; snoRNA; CD-box;
RF01204,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (85.19%), Eukaryota:Metazoa (14.81%)",snR65,Small nucleolar RNA snR65,Gene; snRNA; snoRNA; HACA-box;
RF01205,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR62,Small nucleolar RNA snR62,Gene; snRNA; snoRNA; CD-box;
RF01207,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.34%), Eukaryota:Viridiplantae (0.44%), Eukaryota:Metazoa (0.22%)",snR73,Small nucleolar RNA snR73,Gene; snRNA; snoRNA; CD-box;
RF01209,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR76,Small nucleolar RNA snR76,Gene; snRNA; snoRNA; CD-box;
RF01214,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR51,Small nucleolar RNA snR51,Gene; snRNA; snoRNA; CD-box;
RF01216,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (82.22%), Eukaryota:Metazoa (17.78%)",snR87,Small nucleolar RNA snR87,Gene; snRNA; snoRNA; CD-box;
RF01218,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR41,Small nucleolar RNA snR41,Gene; snRNA; snoRNA; CD-box;
RF01223,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (98.25%), Eukaryota:Metazoa (1.75%)",snR13,Small nucleolar RNA snR13,Gene; snRNA; snoRNA; CD-box;
RF01235,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR68,Small nucleolar RNA snR68,Gene; snRNA; snoRNA; CD-box;
RF01237,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR161,Small nucleolar RNA snR161,Gene; snRNA; snoRNA; HACA-box;
RF01238,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (91.67%), Eukaryota:Metazoa (8.33%)",snR70,Small nucleolar RNA snR70,Gene; snRNA; snoRNA; CD-box;
RF01239,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (98.36%), Eukaryota:Metazoa (1.64%)",snR49,Small nucleolar RNA snR49,Gene; snRNA; snoRNA; HACA-box;
RF01240,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR85,Small nucleolar RNA snR85,Gene; snRNA; snoRNA; HACA-box;
RF01242,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.53%), Eukaryota:Viridiplantae (0.47%)",snR36,Small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;
RF01243,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR33,Small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;
RF01244,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR4,Small nucleolar RNA snR4,Gene; snRNA; snoRNA; CD-box;
RF01245,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR9,Small nucleolar RNA snR9,Gene; snRNA; snoRNA; HACA-box;
RF01246,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR81,Small nucleolar RNA snR81,Gene; snRNA; snoRNA; HACA-box;
RF01247,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.39%), Eukaryota:Viridiplantae (0.61%)",snR32,Small nucleolar RNA snR32,Gene; snRNA; snoRNA; HACA-box;
RF01248,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR8,Small nucleolar RNA snR8,Gene; snRNA; snoRNA; HACA-box;
RF01249,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (97.30%), Eukaryota:Metazoa (2.70%)",snR190,Small nucleolar RNA snR190,Gene; snRNA; snoRNA; CD-box;
RF01250,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR189,Small nucleolar RNA snR189,Gene; snRNA; snoRNA; HACA-box;
RF01251,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (97.10%), Eukaryota:Viridiplantae (1.45%), Eukaryota:Metazoa (1.45%)",snR3,Small nucleolar RNA snR3,Gene; snRNA; snoRNA; HACA-box;
RF01252,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (98.68%), Eukaryota:Metazoa (1.32%)",snR5,Small nucleolar RNA snR5,Gene; snRNA; snoRNA; HACA-box;
RF01253,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (89.86%), Eukaryota:Viridiplantae (5.80%), Eukaryota:Metazoa (2.90%), Eukaryota:Alveolata (1.45%)",snR46,Small nucleolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;
RF01254,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (90.48%), Eukaryota:Viridiplantae (4.76%), Eukaryota:Metazoa (4.76%)",snR34,Small nucleolar RNA snR34,Gene; snRNA; snoRNA; HACA-box;
RF01255,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR35,Small nucleolar RNA snR35,Gene; snRNA; snoRNA; HACA-box;
RF01256,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR43,Small nucleolar RNA snR43,Gene; snRNA; snoRNA; HACA-box;
RF01257,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (96.97%), Eukaryota:Metazoa (3.03%)",snR31,Small nucleolar RNA snR31,Gene; snRNA; snoRNA; HACA-box;
RF01258,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR10,Small nucleolar RNA snR10,Gene; snRNA; snoRNA; HACA-box;
RF01259,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR63,Small nucleolar RNA snR63,Gene; snRNA; snoRNA; CD-box;
RF01260,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR11,Small nucleolar RNA snR11,Gene; snRNA; snoRNA; HACA-box;
RF01261,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR82,Small nucleolar RNA snR82,Gene; snRNA; snoRNA; HACA-box;
RF01262,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (99.83%), Eukaryota:Fungi (86.13%), Eukaryota:Metazoa (13.36%), Eukaryota:Viridiplantae (0.34%), Bacteria (0.17%), Bacteria:Firmicutes (0.17%)",snR44,Small nucleolar RNA snR44,Gene; snRNA; snoRNA; HACA-box;
RF01263,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.36%), Eukaryota:Metazoa (0.64%)",snR191,Small nucleolar RNA snR191,Gene; snRNA; snoRNA; HACA-box;
RF01264,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR83,Small nucleolar RNA snR83,Gene; snRNA; snoRNA; HACA-box;
RF01265,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (95.00%), Eukaryota:Metazoa (5.00%)",snR42,Small nucleolar RNA snR42,Gene; snRNA; snoRNA; HACA-box;
RF01266,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR45,Small nucleolar RNA snR45,Gene; snRNA; snoRNA; CD-box;
RF01267,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (98.15%), Eukaryota:Viridiplantae (1.85%)",snR37,Small nucleolar RNA snR37,Gene; snRNA; snoRNA; HACA-box;
RF01269,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (99.33%), Eukaryota:Viridiplantae (0.45%), Eukaryota:Metazoa (0.22%)",snR80,Small nucleolar RNA snR80,Gene; snRNA; snoRNA; HACA-box;
RF01270,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR84,Small nucleolar RNA snR84,Gene; snRNA; snoRNA; HACA-box;
RF01271,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",snR30,Small nucleolar RNA snR30,Gene; snRNA; snoRNA; HACA-box;
RF01272,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (50.00%), Eukaryota:Metazoa (33.33%), Eukaryota:Viridiplantae (16.67%)",snR86,Small nucleolar RNA snR86,Gene; snRNA; snoRNA; HACA-box;
RF01434,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR3,small nucleolar RNA snR3,Gene; snRNA; snoRNA; HACA-box;
RF01435,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR5,small nucleolar RNA snR5,Gene; snRNA; snoRNA; HACA-box;
RF01436,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR33,small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;
RF01437,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR10,small nucleolar RNA snR10,Gene; snRNA; snoRNA; HACA-box;
RF01438,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (98.68%), Eukaryota:Metazoa (1.32%)",S_pombe_snR35,small nucleolar RNA snR35,Gene; snRNA; snoRNA; HACA-box;
RF01439,Eukaryota+Fungi,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (100.00%)",S_pombe_snR36,small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;
